organisationunitid,uid,name,shortname,nhfrid,subcounty_uid,subcounty,admin_unit_uid,admin_unit,district_uid,district,region_uid,region,hflevel,ownership,status,reporting
35419,KnNeqK0KCRE,Mubeezi Health Care,Mubeezi Health Care HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
40440,ZbiiJwWY7Fh,Mubeezi Health Care,Mubeezi Health Care HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
36351,PqEA3rsbgnU,Muddu Medical Centre,Muddu Medical Center HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33800,yzoZwHYI86U,Mudi Medical Services,Mudi Medical Services HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33798,IEJ6XZ3lktr,Muhiire Clinic,Muhiire Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33797,m5vTuHcb9j5,Muhire Clinic,Muhire Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
36339,MAefu6c5oR4,Mukama Clinic,Mukama Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33793,hscn2U2fYWo,Mukisa Health Care,Mukisa Health Care HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
36236,ImmNDJs62lu,Mulungi Clinic,Mulungi Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33780,C1xwRzV1FyN,Mulungi Dental Clinic,Mulungi Dental Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9934869,zavUTpobSOt,Musasizi Clinic,Musasizi Clinic,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33769,heoHY0yknZ2,Musigula Clinic,Musigula Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33759,rYQZhYnKDIY,Mwera Ortho Care Clinic,Mwera Ortho Care Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
36160,abMk2o2JMM7,Najanankumbi K Clinic,Najanankumbi K Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33741,iQyuoVl6RS7,Nakulabye Dental Clinic,Nakulabye Dental Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33738,x7IP1mTt0MJ,Namire Medical Centre,Namire Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
40520,ak8zScLvmm6,Namirembe Medical Centre,Namirembe Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,Clinic,PFP,Functional,Reporting
33736,Rlr3MAv4QeV,Namungoona Kfm Clinic,Namungoona Kfm Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
36060,poHxyeKogaf,Nateete Archdeaconary Medical,Nateete Archdeaconary Medical HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PNFP,Functional,Reporting
40519,UmqWwNRre9a,Nateete Family Care,Nateete Family Care HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,Clinic,PFP,Non-Functional,Non-Reporting
36059,KlE3poeRUon,Nateete General Health Clinic,Nateete General Health Clinic HC III,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP,Functional,Reporting
34977,YgE3eykvbDy,Nateete General Health Clinic A,Nateete General Health Clinic A,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
16180992,hgCBEegeuiY,Nateete Police Health Centre II,Nateete Police HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,GOV,Functional,Reporting
9232132,THDijrnovbI,Nation Medical Services,Nation Medical Services,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
36041,jv1RBgTIsBv,Ndeeba Medical Centre,Ndeeba Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232133,oHaJwDyZkuy,New Life Medical Centre,New Life Medical Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33710,AL521nQ9UmV,Ngeye Medical Centre HC II,Ngeye Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33706,GOAITcilVr6,Nisa Clinc HC II,Nisa Clinc HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33705,JlORguivLGJ,Nissi Clinic HC II,Nissi Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
34976,ONt4TJmcw1L,Njeru Clinic (Rubaga) HC II,Njeru Clinic (Rubaga) HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33702,KqD0EIFhABs,Nnyange Medical Centre HC II,Nnyange Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33694,WmKZm4FpON8,Ntaka Clinic HC II,Ntaka Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33683,aMmsIhLTFdL,Oasis Medical Centre HC II,Oasis Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232134,kWPbdXGTSEP,Olympus Medical Centre,Olympus Medical Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
1101679,P53lNRn7faQ,Omab Medical Centre,Omab Medical Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35822,CNiqwtfvzA6,Osiman Medical Clinic HC II,Osiman Medical Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
34971,Q2mQ7lQKqF2,Osler Clinic (Rubaga) HC II,Osler Clinic (Rubaga) HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33675,jyAB9wA2H7O,Otimic Medical Centre HC II,Otimic Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35772,VjATSr6ORUE,Pancare Medical Services,Pancare Medical Services HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PNFP,Non-Functional,Non-Reporting
33661,kmMsZlhKuUa,Paramount Ortho Clinic,Paramount Ortho Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33656,Y98bTyeqta2,Pearl Dental & Laboratory Clinic,Pearl Dental &Laboratory Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35747,BTZ8j00Zmjv,Pearl Medical Centre HC II,Pearl Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232135,BhFEulD2q8g,Pedro Clinic,Pedro Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
35740,QMfxqjfPfC4,Persevere Edwaliro,Persevere Edwaliro HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33639,SkjzY5xt0tm,Phamax Clinic,Phamax Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232136,XdkavYmOq6Z,Pharm Care Clinic,Pharm Care Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
35726,XyfpsL8lcl6,Polycare Clinic,Polycare Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232137,Gi55RNdEi7h,Prime Medical Clinic,Prime Medical Clinic,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33624,PEYCwpLc09R,Prof(Dr) Cm Ndugwa Clinic,Prof(Dr) Cm Ndugwa Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33614,OmVBbMIdulm,Quality Medical Care,Quality Medical Care HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232138,W1iuhVqAXkO,Quick Crae Clinic,Quick Crae Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
35695,avhCa7YwRAw,Rahma Centel Clinic,Rahma Centel Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232151,kcNsVyGp9mq,Rahma Central Clinic,Rahma Central Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232139,U1fOxLshY05,Rahma Health Care Clinic,Rahma Health Care Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
6722926,aLVlMLdGCOR,Rahmah Family,Rahmah Family HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33606,ncOg0joAxOE,Ranacom Health Care,Ranacom Health Care HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33605,W5zxyK5Wkgd,Raniah Medical Centre,Raniah Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33598,Pybl71YzhbQ,Rhema Medical And Dental Clinic,Rhema Medical And Dental Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33595,cQGIine7G65,Rhino Dental Clinic,Rhino Dental Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35668,WQeSLV9txxP,Rick Medical Centre,Rick Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
444256,uqCJV33AgrW,Rinah medical centre,Rinah medical centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
3242201,b5EWg24UqvJ,Rion Medical centre,Rion Medical centre,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232152,hF2tDYFCRX8,Ripaul Clinic,Ripaul Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33584,VfwPWMZiQqM,Ron Medical Clinic,Ron Medical Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35660,L82JnVXeVbj,Rosaac Medical Centre,Rosaac Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33581,ha1LuUSXgCR,Rose Medical Centre,Rose Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33578,tvK88QMkdAA,Royal Clinic (Busega),Royal Clinic (Busega) HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33577,rGgjIFTVXmJ,Royal Clinic (Kasubi),Royal Clinic (Kasubi) HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35656,cH31iXt96SZ,Royal Hill Cross Clinic,Royal Hill Cross Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33571,b8zQMgIaSC5,Rumat Clinic,Rumat Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35565,GaSVQD2cOzL,Saidina Abubakar Nursing Home,Saidina Abubakar Nursing Home HC III,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PNFP,Functional,Reporting
33555,VzZ8fgJOsWT,Sama Medical Centre,Sama Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
40456,LulU6pCpYAA,Sanyu Clinic Rubaga,Sanyu Clinic Rubaga HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
9232140,OJ3nlhPPbOX,Save And Serve Health Care,Save And Serve Health Care,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
35535,adwWHZXOk8h,Sena Medical Clinic,Sena Medical Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232141,ojUv6vHaoqj,Shak Health Clinic,Shak Health Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33535,SiD1hHcviCy,Shamitex Health Clinic,Shamitex Health Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
11722108,RpPrMpzP5wX,Shamy Medical Clinic,Shamy Medical Clinic,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232142,KxZ5JffPYWJ,Shima Medical Centre,Shima Medical Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232143,MzvbdJxurOp,Shine Maternity And Imaging Centre,Shine Maternity And Imaging Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
40412,tVKSOi872XV,Siloam Medical Clinic,Siloam Medical Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232144,XTwvUtRyfpD,Sir Albert Cook Medical Centre,Sir Albert Cook Medical Centre,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
6722932,k3t7TZYuktj,Skyline Medical Chambers,Skyline Medical Chambers,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
33519,nXb57c5ZYzA,Smike Dental Surgery Clinic,Smike Dental Surgery Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33505,Xs7g1RGXxCx,Sseed Medical Centre,Sseed Medical Centre HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35470,M4jZ70H1wQS,Ssuubi Health Centre (Mutundwe),Ssuubi Health Centre Mutundwe HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
3242207,LuCu9yEPE4M,St Edward Domiciliary (Lungujja),St Edward Domiciliary Lungujja,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
9232153,dEvj7GuiYR1,St Jude Of Persia,St Jude Of Persia,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Functional,Reporting
35467,aG3pNEZqZdA,St. Agnes Clinic (Nateete),St. Agnes Clinic (Nateete) HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33500,wweoNKCmZIo,St. Agnes Kasubi Health Clinic,St. Agnes Kasubi Health Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35450,EuOjc4l3RJ4,St. Bernard Medicare,St. Bernard Medicare HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33485,uLvkmVm0Mxj,St. Bethen Health Clinic,St. Bethen Health Clinic HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33479,uiQvlGx46V6,St. Edwards Medical Centre,St. Edwards Medical Centre HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
35433,vAoHVT1GpzW,St. Francis Clinic (Rubaga),St. Francis Clinic (Rubaga) HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
33472,N5yPjUrotvg,St. George Clinic,St. George Clinic HC II,8.00802E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
40405,vG2hsijYK2H,St. Jacent Medical Centre,St. Jacent Medical Centre HC III,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP,Non-Functional,Non-Reporting
35416,CwvqwFHri4e,St. James Medical Centre (Rubaga),St. James Medical Centre (Rubaga) HC II,8.00803E+12,oweSpFBNbmi,Lubaga Division,R1tKznhbbIx,Kampala City Council,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP,Non-Functional,Non-Reporting
