organisationunitid,uid,name,shortname,nhfrid,subcounty_uid,subcounty,admin_unit_uid,admin_unit,district_uid,district,region_uid,region,hflevel,ownership,status,reporting
38367,pUeR6j03GhJ,Alop Health Centre II,Alop HC II,8.00802E+12,FihNC5KfGJV,Adilang Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38366,FvewOonC8lS,Adilang Health Centre III,Adilang HC III,8.00802E+12,nXAQOdNQCIo,Adilang Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
34484,G51dLKvQTxh,David Fagerlee's Medical Centre,David Fagerlee's  Medical Centre,8.00802E+12,nXAQOdNQCIo,Adilang Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38384,RHk4V3ZlFbx,Lukole Health Centre III,Lukole HC III,8.00803E+12,lhKxF8mfub4,Agago Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38365,wLkwoyLOOZe,Acuru Health Centre II,Acuru HC II,8.00802E+12,kYiQXgFKSkQ,Agengo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38385,cPeDqm6vYHn,Obolokome Health Centre II,Obolokome (Lira) HC II,8.00803E+12,kYiQXgFKSkQ,Agengo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38395,QaoM6583QZW,Otumpili Health Centre II,Otumpili HC II,8.00803E+12,vAPl9BMv3lt,Ajali Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38364,aKoVWgIufTx,Acholpii Health Centre III,Acholpii HC III,8.00803E+12,y2tqwpJlSZd,Arum Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38369,WgXtPbUAyJD,Geregere Health Centre II,Geregere HC II,8.00803E+12,ollO9yOclEb,Geregere Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38371,y8q1syPdfdK,Dr. Ambrosoli Memorial Hospital Kalongo,Kalongo Ambrosoli Memorial Hospital,8.00803E+12,RXwynIETRuW,Kalongo Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,General Hospital,PNFP,Functional,Reporting
38373,xErihzThO6h,Kotomor Health Centre III,Kotomor HC III,8.00803E+12,nmK9yk0kjmP,Kotomor Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38386,s21e0ARLfsE,Odokomit Health Centre II,Odokomit HC II,8.00802E+12,nmK9yk0kjmP,Kotomor Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38393,eVHfL3dqKR5,Onudapet Health Centre II,Onudapet HC II,8.00802E+12,nmK9yk0kjmP,Kotomor Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38374,TTIgbcijnJz,Kuywee Health Centre II,Kuywee HC II,8.00802E+12,OCsQzKO3T3S,Kuywee Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38401,IOuCAfFo6J4,Toroma Health Centre II,Toroma HC II,8.00803E+12,OCsQzKO3T3S,Kuywee Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38397,RM8vegpr7j7,Paimol Health Centre III,Paimol HC III,8.00803E+12,dNQaOVGkCI1,Lai Mutu Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38375,fIGI5AZsJHF,Kwonkic Health Centre II,Kwonkic HC II,8.00802E+12,QpcgX2e3WIK,Lamiyo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38376,gEJIdy608EI,Lamiyo Health Centre III,Lamiyo HC III,8.00803E+12,QpcgX2e3WIK,Lamiyo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38380,h0zUXZyCyJL,Ligiligi Health Centre II,Ligiligi HC II,8.00803E+12,Lf5vTc3Z42M,Laperebong Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38394,CYCMFtMgnfI,Orina Health Centre II,Orina HC II,8.00802E+12,Lf5vTc3Z42M,Laperebong Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38368,DjuTQL7H5ck,Amyel Health Centre II,Amyel HC II,8.00803E+12,qUDCFxUq4uw,Lapono Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38381,pBrduMkhHQy,Lira Kaket Health Centre II,Lira Kaket HC II,8.00802E+12,qUDCFxUq4uw,Lapono Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38387,ifSPcuzT8Iw,Ogwang Kamolo Health Centre II,Ogwang Kamolo HC II,8.00802E+12,qUDCFxUq4uw,Lapono Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38392,ajeoW3M1Tvm,Ongalo Health Centre II,Ongalo HC II,8.00803E+12,qUDCFxUq4uw,Lapono Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38363,aGfndLfPcOz,Abilonino Health Centre II,Abilonino HC II,8.00802E+12,WwUCbB1nYLS,Lira Kato Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38382,a9ZI6jNBqXx,Lira Kato Health Centre III,Lira Kato HC III,8.00803E+12,WwUCbB1nYLS,Lira Kato Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38383,aNM5X9P50rl,Lira Palwo Health Centre III,Lira Palwo HC III,8.00802E+12,l7uazBwTNHf,Lira Palwo Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38400,ldVk8civU6m,St. Janani Health Centre II,St. Janani HC II,8.00802E+12,l7uazBwTNHf,Lira Palwo Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38377,o919aB1NWyq,Lanyirinyiri Health Centre II,Lanyirinyiri HC II,8.00802E+12,pH004BIak3K,Lirapalwo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38378,FHLViw9IqR6,Lapirin Health Centre III,Lapirin HC III,8.00803E+12,d7O2HPDA9UV,Lokole Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38389,zfMY9GBN26I,Olung Health Centre II,Olung HC II,8.00803E+12,d7O2HPDA9UV,Lokole Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38379,gvwYnobdOdM,Layita Health Centre III,Layita HC II,8.00802E+12,Lv7IX3Xxutv,Omiyapacwa Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38390,p1eA0ghuSyR,Omiya Pacwa Health Centre II,Omiya Pacwa HC II,8.00802E+12,Lv7IX3Xxutv,Omiyapacwa Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38391,GzIVh9blxSN,Omot Health Centre III,Omot HC II,8.00803E+12,XAYIceYQGIl,Omot Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38372,ASNnd0et215,Kokil Health Centre II,Kokil HC II,8.00802E+12,zzl9JUHMQY1,Paimol Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38370,mErpRZrtmz8,Kabala Health Centre II,Kabala HC II,8.00803E+12,gqlcWIrj9J3,Parabongo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38396,w9mcV8YwoKa,Pacer Health Centre III,Pacer HC II,8.00803E+12,gqlcWIrj9J3,Parabongo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38398,err2diilQ8C,Pakor Health Centre II,Pakor HC II,8.00803E+12,gqlcWIrj9J3,Parabongo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
481790,JICsD1QzzeJ,Opyelo Health Centre III,Opyelo HC III,8.00803E+12,tlIMKbS5bmI,Patongo Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Non-Reporting
38399,oUcwyNtRzrb,Patongo Health Centre IV,Patongo HC IV,8.00803E+12,SE5V8TUKQnZ,Patongo Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC IV,GOV,Functional,Reporting
458432,AbQGl8CrhXH,Patongo Prisons Health Centre II,Patongo Prison HC II,8.00802E+12,SE5V8TUKQnZ,Patongo Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38388,fN5JzGLE8gv,Okwadoko Health Centre II,Okwadoko HC II,8.00802E+12,EJCiKQCS6WT,Wol Subcounty,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38402,qOIHRAbHyeu,Wol Health Centre III,Wol HC III,8.00803E+12,EPOFng6yFNp,Wol Town Council,it2iwePQWDT,Agago DLG,ztIyIYAzFKp,Agago District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
35110,aFgrVHVDqoZ,Amuru Lacor Health Centre III,Amuru Lacor HC III,8.00803E+12,acwO6ZCWJj7,Amuru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,PNFP,Functional,Reporting
458419,aqCLIBUuDgw,Amuru Prisons Health Centre II,Amuru Prison HC II,8.00803E+12,acwO6ZCWJj7,Amuru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38482,Tvayfd3cIU2,Labongogali Health Centre III,Labongogali HC III,8.00803E+12,acwO6ZCWJj7,Amuru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38487,OJYXXSC87rV,Oberabic Health Centre II,Oberabic HC II,8.00803E+12,acwO6ZCWJj7,Amuru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38490,LPjcTTbfcGL,Okungedi Health Centre II,Okungedi HC II,8.00803E+12,acwO6ZCWJj7,Amuru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38471,UJ0t5BYVpBM,Amuru Health Centre II,Amuru HC II,8.00802E+12,YG7bSJaIniu,Amuru Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38496,rnSuCabTqe3,Otwee Health Centre III,Otwee HC III,8.00803E+12,YG7bSJaIniu,Amuru Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
11918356,KSVxJfpwdlo,Ayiko International Hospital,Ayiko International Hospital,8.00802E+12,ftLtvhHg24p,Atiak Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,General Hospital,PNFP,Functional,Reporting
38485,VdSMFKnHeyT,Mother Health International Health Centre II,Mother Health International,8.00803E+12,ftLtvhHg24p,Atiak Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38489,kJ8CMUMloVu,Okidi Health Centre II,Okidi HC II,8.00802E+12,ftLtvhHg24p,Atiak Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38498,awjedeMiWo3,Pacilo Health Centre II,Pacilo HC II,8.00802E+12,ftLtvhHg24p,Atiak Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38503,r6JsqcaIqQh,Sacred Heart Health Centre II,Sacred Heart HC II (Atiak Subcounty),8.00803E+12,ftLtvhHg24p,Atiak Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38473,i5CDWEBfo9n,Atiak Health Centre IV,Atiak HC IV,8.00803E+12,lkPGXsMpP8M,Atiak Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC IV,GOV,Functional,Reporting
38475,N00TPmBoIls,Bibia Health Centre III,Bibia HC III,8.00802E+12,nU9ascOQzge,Elegu Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
16180989,O3KU4kLq6PT,Elegu Police Health Centre II,Elegu Police HC II,8.00802E+12,nU9ascOQzge,Elegu Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
14450656,OgYKIobOLya,Elegu Port Health Centre II,Elegu Port HC II,8.00802E+12,nU9ascOQzge,Elegu Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38477,l25J2D2A6R3,Guruguru Health Centre II,Guruguru HC II,8.00803E+12,tunpJ39KaWx,Guru-Guru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38492,vnIPfEUR8ce,Olwal Health Centre III,Olwal HC III,8.00803E+12,tunpJ39KaWx,Guru-Guru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38494,Y1aTreUsUZn,Otici Health Centre II,Otici HC II,8.00803E+12,tunpJ39KaWx,Guru-Guru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38500,mYGNn9Bx0OH,Parabongo Health Centre II,Parabongo HC II,8.00802E+12,tunpJ39KaWx,Guru-Guru Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38474,XdXAfIaLuld,Awer Health Centre II,Awer HC II,8.00803E+12,COaxzbRhsBA,Lamogi Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38479,jWmjHpZqNtY,Kaladima Health Centre III,Kaladima HC III,8.00803E+12,COaxzbRhsBA,Lamogi Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
458418,u7JAnlZqo5D,Kaladima Prisons Clinic,Kaladima Prison Clinic,8.00802E+12,COaxzbRhsBA,Lamogi Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38480,AJxamlmKn2x,Keyo Health Centre II,Keyo HC II,8.00803E+12,COaxzbRhsBA,Lamogi Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
38481,UZYxp87I4oX,Keyo Medical Health Centre II,Keyo Medical Centre HC II,8.00803E+12,COaxzbRhsBA,Lamogi Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,PFP,Functional,Reporting
38486,M5YKLYHpU1v,Mutema Health Centre II,Mutema HC II,8.00803E+12,gvrKZ1wFDGc,Layima Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38493,llrIsQDjqka,Omee I Health Centre II,Omee I HC II,8.00802E+12,gvrKZ1wFDGc,Layima Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38499,TjOqyM8ZMii,Palukere Health Centre II,Palukere HC II,8.00803E+12,pPJG84907G8,Opara Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38501,mNeUlm3SpRz,Pawel Health Centre III,Pawel HC III,8.00803E+12,pPJG84907G8,Opara Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
38472,VomjjgKAFjr,Apaa Health Centre II,Apaa HC II,8.00803E+12,EgcvIoAN7Ti,Pabo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38476,UDIcZADBS92,Bira Health Centre II,Bira HC II,8.00803E+12,EgcvIoAN7Ti,Pabo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38478,am0vQYNJohR,Jengari Health Centre II,Jengari HC II,8.00802E+12,EgcvIoAN7Ti,Pabo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38488,C8i6PL7Rmim,Odokonyero Health Centre II,Odokonyero HC II,8.00802E+12,EgcvIoAN7Ti,Pabo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38495,a2a7qNyJg9j,Otong Health Centre II,Otong HC II,8.00803E+12,EgcvIoAN7Ti,Pabo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38484,FNTxj1oKTQd,Lacor-Pabbo Health Centre III,Lacor-Pabbo HC III,8.00802E+12,zWPYifWT74s,Pabo Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,PNFP,Functional,Reporting
38497,rYNfPnt4Wko,Pabbo Health Centre III,Pabbo (Govt) HC III,8.00803E+12,zWPYifWT74s,Pabo Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
34928,goyzaXgJl7C,Pabo Medical and Maternity Clinic,Pabo Medical and Maternity Clinic,8.00803E+12,zWPYifWT74s,Pabo Town Council,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,Clinic,PFP,Functional,Reporting
38491,a4QeS81YJ8z,Olinga Health Centre II,Olinga HC II,8.00803E+12,E7GUvPlMBr9,Pogo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38502,a5pTJ9dZfZV,Pogo Health Centre III,Pogo HC III,8.00803E+12,E7GUvPlMBr9,Pogo Subcounty,LXM3yaaPjlR,Amuru DLG,C0RSe3EWBqU,Amuru District,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
38243,YLwAhOTWHrQ,Alokolum Health Centre II,Alokolum HC II,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
39064,aKP6B0Z5nbZ,Bardege Health Centre III,Bardege HC III,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
1593698,AbgTvK9gyhA,Care Plus Medical Centre,Care Plus Medical Centre,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PFP,Functional,Reporting
1593703,Az3dr4kZboc,Charity Medical Centre,Charity Medical Centre,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PFP,Non-Functional,Non-Reporting
39065,gNOc58wzKHx,Child Care Community Centre,Child Care Community Centre,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PFP,Functional,Reporting
39066,aoBupw5zrMP,Comboni Samaritans Health Centre II,Comboni Samaritans HC II,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
39071,UpumtCGZcN0,Glanhor Clinic,Glanhor Clinic,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,Clinic,PFP,Functional,Reporting
39072,LIuykl04kI9,Good Hope Medical Centre(Gulu) Clinic,Good Hope Medical Centre (Gulu) Clinic,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,Clinic,PFP,Non-Functional,Non-Reporting
34834,RsY5tCgiuHp,Gulu Independent Hospital,Gulu Independent Hospital,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,General Hospital,PFP,Functional,Reporting
39075,x1UaYpPwx6c,Gulu Military General Hospital,Gulu Military Hospital,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,General Hospital,GOV,Functional,Reporting
39077,i7JbInoEb2D,Gulu Prisons Health Centre III,Gulu Prison HC III,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
458415,pVtYCy55mn4,Gulu Women Prisons Health Centre II,Gulu Women Prison HC II,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
39082,S0RHvHct4uS,International Medical Centre,International Medical Centre Clinic,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,Clinic,PFP,Functional,Reporting
39085,jnS54maqjwy,Kony-Kwo Clinic,Kony-Kwo Clinic,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,Clinic,PFP,Non-Functional,Non-Reporting
39089,n8DIemz1Xoh,Layibi Techo Health Centre III,Layibi Techo HC III,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC III,GOV,Functional,Reporting
39090,JIhuoOFwtAr,Light Rays Uganda Health Centre II,Light Rays Uganda HC II,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
39094,aRBRoPNJuhf,Marie Stopes Uganda Gulu Health Centre II,Marie Stopes Uganda Gulu HC II,8.00802E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,PNFP,Functional,Reporting
39096,F2C1BkGVMSW,Oitino Health Centre II,Oitino HC II,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,HC II,GOV,Functional,Reporting
39105,jysVbegOvJ8,Pikwo Medical Centre Clinic,Pikwo Medical Centre Clinic,8.00803E+12,xN3BZZ5MtYs,Bar-Dege Layibi Division,AaEdnyGpKsv,Gulu City Council,szlrGpmFlu9,Gulu City,SUvODYOcaVf,Acholi,Clinic,PFP,Functional,Reporting
